Name,Age,Hometown,Boarded,Position,Lifeboat,Body
"Wardner, Mr. Frederick Albert",39,"Southampton, Hampshire, England",Southampton,Fireman/Stoker,,
"Wateridge, Mr. Edward Lewis",25,"Southampton, Hampshire, England",Southampton,Fireman/Stoker,,
"Watson, Mr. W.",27,"Southampton, Hampshire, England",Southampton,Fireman/Stoker,,158MB
"Webb, Mr. Samuel Francis",28,"Salford, Manchester, Lancashire, England",Southampton,Trimmer,,
"Webber, Mr. Francis Albert",31,"Southampton, Hampshire, England",Southampton,Leading Fireman,,
"White, Mr. Alfred",32,"Southampton, Hampshire, England",Southampton,Greaser,4,
"White, Mr. Frank Leonard",27,"Southampton, Hampshire, England",Southampton,Trimmer,,
"White, Mr. William George",23,"Salisbury, Wiltshire, England",Southampton,Trimmer,15,
"Williams, Mr. Samuel Solomon",26,"Southampton, Hampshire, England",Southampton,Fireman/Stoker,,
"Wilson, Mr. Bertie",28,"Southampton, Hampshire, England",Southampton,Senior Assistant Second Engineer,,
"Wilton, Mr. William",45,"Southampton, Hampshire, England",Southampton,Trimmer,,
"Witcher, Mr. Alfred",40,"Lymington, England",Southampton,Fireman/Stoker,,
"Witt, Mr. F.",n/a,"Southampton, Hampshire, England",Southampton,Trimmer,,
"Witt, Mr. Henry Dennis",40,"Southampton, Hampshire, England",Southampton,Fireman/Stoker,,
"Woodford, Mr. Frederick",41,"Southampton, Hampshire, England",Southampton,Greaser,,
"Wood, Mr. Henry",31,"Southampton, Hampshire, England",Southampton,Trimmer,,
"Wyeth, Mr. James Robert",26,"Southampton, Hampshire, England",Southampton,Fireman/Stoker,,
"Young, Mr. Francis James",30,"Southampton, Hampshire, England",Southampton,Fireman/Stoker,,
